# ****************************************************************************
# CUI
#
# The Advanced Framework for Simulation, Integration, and Modeling (AFSIM)
#
# The use, dissemination or disclosure of data in this file is subject to
# limitation or restriction. See accompanying README and LICENSE for details.
# ****************************************************************************
#Ground target launch data for RED_ICBM_1
#Generated on Thu Jan 21 11:38:16 2010
#loft_angle burn_time ground_range time_of_flight
72.1000 213.0000 2689740.37 760.5760
72.1000 213.5000 2715690.75 764.3104
72.1000 214.0000 2742154.72 768.1168
72.1000 214.5000 2769149.29 771.9978
72.1000 215.0000 2796708.72 775.9559
72.1000 215.5000 2824826.94 779.9940
72.1000 216.0000 2853548.12 784.1148
72.1000 216.5000 2882876.24 788.3215
72.1000 217.0000 2912840.94 792.6171
72.1000 217.5000 2943464.69 797.0050
72.1000 218.0000 2974762.86 801.4887
72.1000 218.5000 3006776.61 806.0719
72.1000 219.0000 3039523.76 810.7584
72.1000 219.5000 3073031.68 815.5522
72.1000 220.0000 3107329.15 820.4578
72.1000 220.5000 3142446.47 825.4795
72.1000 221.0000 3178423.76 830.6222
72.1000 221.5000 3215286.49 835.8909
72.1000 222.0000 3253078.33 841.2909
72.1000 222.5000 3291836.77 846.8277
72.1000 223.0000 3331601.40 852.5074
72.1000 223.5000 3372405.92 858.3362
72.1000 224.0000 3414310.93 864.3207
72.1000 224.5000 3457355.18 870.4680
72.1000 225.0000 3501588.37 876.7857
72.1000 225.5000 3547071.33 883.2817
72.1000 226.0000 3593860.01 889.9643
72.1000 226.5000 3642005.74 896.8427
72.1000 227.0000 3691587.92 903.9264
72.1000 227.5000 3742665.72 911.2256
72.1000 228.0000 3795318.88 918.7512
72.1000 228.5000 3849615.71 926.5150
72.1000 229.0000 3905645.85 934.5293
72.1000 229.5000 3963504.49 942.8074
72.1000 230.0000 4023276.74 951.3637
72.1000 230.5000 4085070.42 960.2136
72.1000 231.0000 4148992.48 969.3734
72.1000 231.5000 4215165.67 978.8610
72.1000 232.0000 4283705.22 988.6953
72.1000 232.5000 4354759.75 998.8970
72.1000 233.0000 4428472.00 1009.4883
72.1000 233.5000 4504995.84 1020.4932
72.1000 234.0000 4584505.43 1031.9377
72.1000 234.5000 4667180.33 1043.8500
72.1000 235.0000 4753230.89 1056.2607
72.1000 235.5000 4842859.77 1069.2031
72.1000 236.0000 4936303.60 1082.7135
72.1000 236.5000 5033818.87 1096.8314
72.1000 237.0000 5135692.03 1111.6001
72.1000 237.5000 5242210.00 1127.0669
72.1000 238.0000 5353710.65 1143.2836
72.1000 238.5000 5470561.91 1160.3074
72.1000 239.0000 5593149.35 1178.2009
72.1000 239.5000 5721903.83 1197.0334
72.1000 240.0000 5857313.77 1216.8813
72.1000 240.5000 5999898.39 1237.8293
72.1000 241.0000 6150237.02 1259.9712
72.1000 241.5000 6308967.50 1283.4114
72.1000 242.0000 6477391.91 1308.4176
72.1000 242.5000 6655101.38 1334.8190
72.1000 243.0000 6843557.79 1362.9097
72.1000 243.5000 7043721.56 1392.8525
72.1000 244.0000 7256657.28 1424.8300
72.1000 244.5000 7483562.09 1459.0476
72.1000 245.0000 7725763.82 1495.7372
72.1000 245.5000 7984736.20 1535.1602
72.1000 246.0000 8262114.95 1577.6125
72.1000 246.5000 8559730.23 1623.4289
72.1000 247.0000 8879615.69 1672.9888
72.1000 247.5000 9224024.01 1726.7223
72.1000 248.0000 9595432.19 1785.1166
72.1000 248.5000 9996564.55 1848.7230
72.1000 249.0000 10430391.10 1918.1640
72.1000 249.5000 10900095.97 1994.1399
72.1000 250.0000 11409070.64 2077.4342
